MAV,MAX,MIN,RMS,VAR,DAMV,DVARV,IASD,IE,MAV 2,MAX 2,MIN 2,RMS 2,VAR 2,DAMV 2,DVARV 2,IASD 2,IE 2,gesture
0.07802995647511364,0.17050177634511804,-0.21834973033742322,0.09209730728674374,0.008396459799988846,0.10730072350481805,0.016863976075909313,8.575939131793856,50.67442224481091,0.07086693319694047,0.15163474224439322,-0.16990223626527054,0.08376555188549033,0.007003725337141334,0.11258413038482522,0.01875126032256826,9.793404969158047,49.99330032550748,1
0.016833437949944786,0.041954835424040215,-0.04517018372709571,0.019776732069700258,0.0003893643408989732,0.02718853286712846,0.001034613880010563,2.439928207757423,49.94353280896242,0.011572481404758467,0.0879384626101811,-0.03960698519856825,0.01812645472504706,0.00032785430402717836,0.016639084595341466,0.0005466019018709874,1.248976552989511,50.050562225501416,1
0.029538706189544725,0.07007296054370393,-0.070063257066513,0.034505583547991436,0.0011789689589136456,0.03755930717503717,0.002235563565959903,2.8454397544871632,49.85894848774757,0.029970532822230216,0.0687155711113661,-0.059371314734333,0.03562516462584724,0.0012661890555684876,0.040053749172675325,0.00241354667661584,3.219277956043807,50.11787276120465,1
0.058827631996657644,0.10316458287070734,-0.1252289358724331,0.06625643602273197,0.0043899103752033115,0.07674014192832636,0.00863806514099274,5.99838593119013,50.106099632471405,0.050524227922723534,0.13377480194615143,-0.10521513399567964,0.0590413450137277,0.0034852064920284313,0.06423489561956278,0.00655839692757879,5.175441490367209,50.12822268570211,1
0.07978964723649397,0.13476696222582296,-0.16998556317931898,0.09033338236339471,0.008157319937114658,0.1267591838575247,0.021882237780325293,10.623642525572368,50.11828609828871,0.07305211101217221,0.2172006532754217,-0.15324310199101393,0.08822948632976255,0.007783823176026737,0.10175258911567375,0.015292722511001939,8.384114235417957,50.2351148998941,1
0.05036374337778299,0.11960769404661084,-0.11063000240107447,0.06145361167582042,0.0037710005947213603,0.08767002300266792,0.010235155141000502,7.318101521103797,50.21276640469243,0.055894120876201915,0.10558554978465093,-0.13242778894596063,0.06463746357793064,0.004177935667407328,0.09982270729227925,0.013067720915885506,8.920712236392152,50.11693195806413,1
0.06371802161271733,0.1395923661839679,-0.14238672501887095,0.07431973114687043,0.0055231985944408715,0.05109041102701254,0.006068631403537566,4.164048180895881,50.16245029665291,0.061926877548938906,0.1385979670696906,-0.18632429456375926,0.0747276180758507,0.0055842087541991,0.06545231027043157,0.00785540945952074,4.8251434525385015,50.142210530072134,1
0.04445892068597689,0.08801307848678833,-0.10142790368851015,0.05120001514320989,0.0025991141385641532,0.034736698081852174,0.0017938315178528898,2.2805136068226988,49.82902527282916,0.045236864234763106,0.0943824647668237,-0.09947077648631028,0.05206298193397333,0.002710337313446597,0.034463139702598275,0.0019728385706778177,2.2949385494911834,50.04414881506128,1
0.034399510903673686,0.14473156665289993,-0.07276929518137869,0.04286692414654046,0.0018037021029720273,0.028515307116088084,0.0017339589425657794,2.0207053299414786,50.337664382027604,0.0419574736075713,0.11149348252797604,-0.07177516789585281,0.04904777565495508,0.002379900325995065,0.036972763488095126,0.0024501100502932675,2.947563480301757,49.80662812338216,1
0.05150464762664883,0.21525571733452253,-0.11868152245864376,0.06608442602468016,0.0043403871179337125,0.051761712700175294,0.00472179265220465,3.954996522572539,50.36978711121555,0.036636122474059306,0.12478537086943983,-0.11665279640041994,0.04559950139667379,0.002073329552556081,0.03904424462105827,0.002889086848346085,3.253408776153515,49.929834322229254,1
0.04605613441798672,0.14022852559237636,-0.1015260619513094,0.05497777452374432,0.003022153105663436,0.034993808746141185,0.0021497235766465817,2.647425917159685,50.10752956926437,0.04418238148750756,0.1085883297937222,-0.07088671642623147,0.05121067692261255,0.0026122988797177343,0.035870422800428854,0.002237603701503332,2.5355202156088925,50.226173534242946,1
0.03850798437406492,0.18830577472929674,-0.16062534005373477,0.05195130124190291,0.0026551684107113055,0.04853947083986598,0.003913081110832538,3.623205252059357,49.737269549230426,0.026098196428694945,0.06441914643611471,-0.1871394853452945,0.039028559112301096,0.0015112805685901006,0.029153671079613003,0.0020806317791035047,2.1514199165143904,49.86412988074577,1
0.05302657870281192,0.09114328011599891,-0.1038040752999985,0.05902868426838582,0.0034658545854557303,0.030517415559536864,0.0017068687778661743,2.349829987785183,50.302525774626744,0.052869549876979255,0.1459945342291093,-0.11261494375659722,0.06296353952243841,0.003963553983498133,0.049414689312583436,0.004121107986263239,3.8203569727194058,50.053008923591214,1
0.04149959397182225,0.08108198585182144,-0.11221896267001762,0.05032053869722406,0.002527669642889413,0.030006385585814376,0.0013728359990181885,2.124221686119662,50.16885668505724,0.05635619580059344,0.1326066084797198,-0.14202476236321354,0.06788209784287358,0.00458651038842772,0.03774689895030242,0.0023118469864596325,2.394217262504931,49.88287254833952,1
0.04778880604390391,0.13994451503230526,-0.15656265889881774,0.06465396989612435,0.004141985510051327,0.041370278136494014,0.0030296222784248904,2.7696301256643943,50.41374343660296,0.06484823364215468,0.14530203075422332,-0.13092548382461228,0.07604314516018795,0.005779491089249791,0.04311719335285741,0.0026660682189605625,2.3460868381427353,50.0571256378928,1
0.3132840533042182,0.6062780293785021,-0.6374542760866908,0.3607200193561992,0.12987888995456945,0.23540515231294043,0.09066325841161103,17.364080644321056,54.134157620904304,0.32622470143799653,0.6477673569584593,-0.6993622717115047,0.36899549417246946,0.136093671087294,0.21492152297558165,0.0794070630911393,13.121729960783654,53.06966796748157,1
0.22215731757052823,0.4755433474449666,-0.47340984391657315,0.2546482332516691,0.0646558213353325,0.21113830582373505,0.0713865986639671,12.86418777297975,50.944745523842435,0.24462937880109073,0.4773690669543142,-0.4521385826486451,0.27639474057320534,0.07633003321490713,0.27218207602952654,0.1212415474992905,19.19992232169684,52.31009726379192,1
0.15288874398412408,0.3088221594188981,-0.3649472030416075,0.17510741485230336,0.030662287706175708,0.1250010335953831,0.028432750929058156,7.818742591743344,50.7888473806264,0.17705495846739638,0.6092956794347568,-0.33803678855965574,0.2220058816915746,0.046836707732199036,0.1519696561247573,0.04606889293478723,10.554435581209358,53.8251344159549,1
0.15004561490257565,0.6610349953045273,-0.23455654629112088,0.20002586950203063,0.03851033911810399,0.06422831310610838,0.007707496941493446,4.534227869385645,53.052971266408676,0.04717021776947148,0.12264015747539081,-0.16846249665341567,0.059794924080575254,0.0035349603468476233,0.03066863468605092,0.0018614960895030166,2.252592934977789,50.40664055928704,1
